,ï»¿ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
2511,Qatar,does the native pronunciation of qatar sound like cutter,no,hard,hard,S08_set2_a3,
2512,,the only consolidated citycounty in california does it encompass a land area of on the northern end of the san francisco peninsula making it the second most densely populated city in the united states,san francisco,,hard,S10_set3_a8,San_Francisco
2513,,why is there purling on a cello,to stop cracks from forming misspelled,hard,hard,S09_set2_a9,Cello
2514,,on average are cougar males heavier than females,on average cougar males are heavier than females,hard,hard,S10_set1_a2,Cougar
2515,duck,are adult ducks fast fliers,yes,easy,easy,S08_set1_a10,
2516,,are many words describing the navy  types of ships  and other objects or activities on the water of dutch origin,yes,,easy,S09_set5_a1,English_language
2517,Calvin_Coolidge,when was coolidge born,plymouth windsor county vermont,medium,easy,S08_set3_a9,
2518,,what is the battery made by alessandro volta credited as,the battery made by volta is credited as the first electrochemical cell,medium,medium,S10_set4_a10,Alessandro_Volta
2519,,is the dialect spoken in jeju located in fact classified as a different language by all korean linguists,the dialect spoken in jeju is in fact classified as a different language by some korean linguists,,hard,S10_set5_a6,Korean_language
2520,,what are the most significant foreign contributors to turkish vocabulary,among the most significant foreign contributors to turkish vocabulary are arabic french persian italian english and greek,medium,medium,S10_set5_a8,Turkish_language
2521,,how long are cougar adult males from nose to tail,the length of adult males is around 24 meters 8 ft long nose to tail,medium,medium,S10_set1_a2,Cougar
2522,Woodrow_Wilson,did wilson support the committee system,no,hard,hard,S08_set3_a8,
2523,John_Adams,what information did he record in his diary,descriptions of events and ompressions of men,hard,hard,S08_set3_a1,
2524,,what happened in 1860,vincent van gogh attended the zundert village school from 1860,,medium,S10_set6_a7,Vincent_van_Gogh
2525,,does ketchup come from the minnan pronunciation of 3985327713 koetsiap,yes,easy,easy,S10_set5_a7,Chinese_language
2526,,when did kuala lumpur become a federal territory of malaysia,february 1 1974,medium,medium,S10_set3_a3,Kuala_Lumpur
2527,,was he active in the area now called environmental science,yes,easy,easy,S10_set4_a7,Michael_Faraday
2528,Finland,which russian army general conquered finland in 1809,alexander i,medium,hard,S08_set2_a4,
2529,penguin,what happens when mothers lose a chick,they sometimes attempt to steal another chick,,medium,S08_set1_a3,
2530,,give an example of the most comprehensive records extant of any major artists beginnings,museu picasso,,medium,S10_set6_a1,Pablo_Picasso
2531,Egypt,is egypt bordered by the gaza strip,yes,easy,medium,S08_set2_a6,
2532,Gerald_Ford,did they not claim ford s pardon was quid pro quo in exchange for nixon s resignation,they did claim fords pardon was quid pro quo,,easy,S08_set3_a10,
2533,,what shape is a trumpet bent into,an oblong shape,medium,medium,S10_set2_a3,Trumpet
2534,,did nikola tesla use a technique called picture thinking,nikola tesla used a technique called picture thinking,easy,easy,S10_set4_a3,Nikola_Tesla
2535,,is octopus a common food in mediterranean cuisine as well as portuguese cuisine,yes,,easy,S10_set1_a10,Octopus
2536,,what is the best known story about a swan,the ugly duckling,medium,medium,S09_set1_a10,Swan
2537,,what organs gives a bull ant its good sight,compound eyes,hard,too hard,S10_set1_a1,Ant
2538,Uruguay,what has many possible meanings,what,,too hard,S08_set2_a9,
2539,,did the moche people worship lobsters,yes,hard,hard,S10_set1_a5,Lobster
2540,,what are the two subspecies of giant pandas,ailuropoda melanoleuca melanoleuca and the qinling panda ailuropoda melanoleuca qinlingensis,hard,hard,S10_set1_a4,Giant_Panda
2541,Uruguay,is uruguay s oldest church in san carlos  maldonado,yes,,easy,S08_set2_a9,
2542,,is hassaniya arabic spoken in mauritania,yes,easy,easy,S10_set5_a3,Arabic_language
2543,,what have clash cymbals traditionally been accompanied by,clash cymbals have traditionally been accompanied by the bass drum playing an identical part,medium,medium,S09_set2_a6,Cymbal
2544,,some versions of xylophones have resonators made of what,gourds,medium,medium,S10_set2_a8,Xylophone
2545,Finland,what is the most extensively celebrated holiday,christmas,medium,medium,S08_set2_a4,
2546,leopard,what sort of cats are solitary,leopards,,hard,S08_set1_a2,
2547,,what festival features fireworks  celebrating the end of the school year,the white nights festival,medium,easy,S10_set3_a10,Saint_Petersburg
2548,Uruguay,who founded montevideo,montevideo was founded by the spanish in the early 18th century as a military stronghold,medium,medium,S08_set2_a9,
2549,leopard,how much does a leopard weigh,because of ambiguity  2890kg,medium,too hard,S08_set1_a2,
2550,turtle,has this inspired genetic researchers to begin examining the turtle genome for longevity genes,yes,,easy,S08_set1_a9,
2551,,who has released an album or song named santiago,the chieftains and loreena mckennitt,medium,hard,S09_set3_a6,Santiago
2552,penguin,can larger penguins dive deep in case of need,yes,,easy,S08_set1_a3,
2553,,what is the si unit measuring magnetic flux density or magnetic induction,the tesla,medium,medium,S09_set4_a3,Nikola_Tesla
2554,,do turtles breathe air,yes,easy,hard,S09_set1_a9,Turtle
2555,,here  are all syllables unstressed  except the syllableswords best and done  which are stressed,yes,,easy,S09_set5_a1,English_language
2556,,is the wisma building the tallest building in indonesia,yes,easy,easy,S10_set3_a5,Jakarta
2557,Canada,is canada bilingual,yes it is,easy,easy,S08_set2_a8,
2558,Calvin_Coolidge,was coolidge the thirteenth president of the united states,no,easy,easy,S08_set3_a9,
2559,,are more residents employed by small businesses than in 1977,the number of san franciscans employed by firms of more than 1000 employees has fallen by half since 1977,hard,too hard,S10_set3_a8,San_Francisco
2560,Egypt,are there a large number of jews living in egypt today,no,hard,hard,S08_set2_a6,
2561,,did he become chief engineer in the department of bridges and highways in 1892,yes,easy,easy,S10_set4_a9,Henri_Becquerel
2562,Gerald_Ford,was gerald ford a member of delta kappa epsilon,yes,easy,easy,S08_set3_a10,
2563,Canada,what did canada adopt in 1965,the maple leaf flag,,medium,S08_set2_a8,
2564,,why is the watt named after watt,the watt is named after him for his contributions to the development of the steam engine,hard,medium,S10_set4_a2,James_Watt
2565,,what principles did newton explain for mechanics,the principles of conservation of momentum and angular momentum,hard,hard,S09_set4_a1,Isaac_Newton
2566,Romania,what is the largest city in romania,bucharest,medium,medium,S08_set2_a7,
2567,Ulysses_S._Grant,where was grant born,point pleasant ohio,medium,medium,S08_set3_a5,
2568,,was anders celsius   november 27   1701  april 25   1744   a swedish  astronomer,yes,,easy,S09_set4_a5,Anders_Celsius
2569,,what were strings first made out of,sheep gut,medium,medium,S10_set2_a2,Violin
2570,,would bundeslãnder not accept north rhine westphalia and bavaria,yes,,easy,S09_set5_a2,German_language
2571,,which fruit inspired isaac newtons theory of gravitation,the apple,hard,medium,S10_set4_a1,Isaac_Newton
2572,,is the population of wild giant  pandas growing,yes but uncertain,hard,hard,S10_set1_a4,Giant_Panda
2573,Ulysses_S._Grant,why did grant say damn i had nothing to do with this batte,because the generals under him acted on their own,hard,too hard,S08_set3_a5,
2574,polar_bear,what includes a lengthy justification of why this species is listed as vulnerable,database entry,,medium,S08_set1_a4,
2575,Qatar,what bordered by saudi,qatar,,medium,S08_set2_a3,
2576,,in 1602 the british east india companys first voyage commanded by sir who arrived in aceh and sailed on to banten where they were allowed to build a trading post,james lancaster,,medium,S10_set3_a5,Jakarta
2577,,how many arms does an octopus have,an octopus has four pairs of arms,medium,medium,S10_set1_a10,Octopus
2578,,what does the prc government classify as literacy amongst workers,a knowledge of 2000 characters,hard,medium,S10_set5_a7,Chinese_language
2579,Abraham_Lincoln,did lincoln ever represent alton  sangamon railroad,yes,easy,easy,S08_set3_a4,
2580,Singapore,how do reservoirs and water relate,by 2001 there were 19 raw water reservoirs 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs,,hard,S08_set2_a2,
2581,,is portuguese an official language of andorra,no,easy,medium,S10_set5_a1,Portuguese_language
2582,,what do tigers powerfully built legs and shoulders allow tigers to do,have the ability to pull down prey substantially heavier than themselves,medium,medium,S09_set1_a3,Tiger
2583,turtle,what are turtle eggs covered in when they incubate,mud or sand,hard,hard,S08_set1_a9,
2584,James_Monroe,what is monroes fathers name,spence,medium,medium,S08_set3_a2,
2585,Amedeo_Avogadro,who graduated in ecclesiastical law at the early age of 20 and began to practice,amedeo avogadro,,medium,S08_set4_a8,
2586,,when did volta retire,in 1819,medium,medium,S10_set4_a10,Alessandro_Volta
2587,Romania,how many territories joined to form romania,2,hard,too hard,S08_set2_a7,
2588,John_Adams,is it true that massachus08_setts sent him in 1774,yes,,easy,S08_set3_a1,
2589,,when was arabic calligraphy invented,many styles were developed after 786,medium,hard,S10_set5_a3,Arabic_language
2590,,where was there a vast swarm of butterflies,in kyoto there was a vast swarm of butterflies,medium,medium,S10_set1_a6,Butterfly
2591,penguin,what is the largest living species of penguin,emperor,medium,medium,S08_set1_a3,
2592,,did the mughals arrive in dhaka,yes,hard,medium,S09_set3_a3,Dhaka
2593,,give an example of the origins of the term action painting,pollocks technique of pouring and dripping paint is thought to be one of the origins of the term action painting,,medium,S10_set6_a9,Jackson_Pollock
2594,,what are characteristic features of finnish,characteristic features of finnish are vowel harmony and an agglutinative morphology,medium,medium,S10_set5_a5,Finnish_language
2595,Grover_Cleveland,did grover cleveland win the 1884 election,yes,easy,easy,S08_set3_a6,
2596,,what is amedeo avogadros first name,amedeo,,hard,S09_set4_a8,Amedeo_Avogadro
2597,turtle,are pleurodira known as sidenecked turtles,yes,easy,easy,S08_set1_a9,
2598,Woodrow_Wilson,where is wilson buried,he was buried in washington national cathedral,medium,medium,S08_set3_a8,
2599,Calvin_Coolidge,what did coolidge do after graduating from amherst,coolidge moved to northampton massachus08_setts to take up the practice of law,hard,medium,S08_set3_a9,
2600,,what are some of the cougars primary food sources,the cougars primary food sources include ungulates such as deer elk and bighorn sheep as well as domestic cattle horses and sheep particularly in the northern part of its range,medium,easy,S10_set1_a2,Cougar
2601,,what is given for the number of native speakers,no figure is given for the number of native speakers,,hard,S09_set5_a1,English_language
2602,,when was the pan flute spread to other parts of europe,7th century bc,hard,hard,S09_set2_a5,Flute
2603,Theodore_Roosevelt,did roosevelt receive a medal of honor,nein,easy,hard,S08_set3_a7,
2604,,how many people did the 1970 bhola cyclone kill,500000,medium,medium,S09_set3_a3,Dhaka
2605,,do some caterpillars produce vibrations as well as sounds,yes,,easy,S10_set1_a1,Ant
2606,,what is the color of the australian black swan,completely black except for the white flight feathers on its wings,hard,hard,S09_set1_a10,Swan
2607,Grover_Cleveland,was grover cleveland born in new york,no,easy,easy,S08_set3_a6,
2608,Canada,did canadian soldiers win the battle of vimy ridge in 1917,yes,easy,easy,S08_set2_a8,
2609,,is the giant panda a terrestrial animal,yes,easy,easy,S10_set1_a4,Giant_Panda
2610,Finland,when did the first verifiable written documents appear,twelfth century,medium,medium,S08_set2_a4,
2611,,is the octopus a cephalopod,yes the octopus is a cephalopod,easy,easy,S10_set1_a10,Octopus
2612,leopard,how much does a leopard weigh,males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females,medium,medium,S08_set1_a2,
2613,Liechtenstein,is liechtenstein doubly landlocked,yes,easy,easy,S08_set2_a1,
2614,Gerald_Ford,what did ford say about his biological father,his biological father was abusive and had a history of hitting his mother,medium,medium,S08_set3_a10,
2615,Woodrow_Wilson,what was more damaging than moving students into colleges,his confrontation with andrew fleming west,hard,too hard,S08_set3_a8,
2616,,when was the turkish language association founded,the turkish language association was founded in 1932,medium,medium,S10_set5_a8,Turkish_language
2617,Theodore_Roosevelt,was roosevelts family rich,yes,hard,hard,S08_set3_a7,
2618,,did bartolomeo cristofori invent the modern piano,yes,easy,easy,S10_set2_a1,Piano
2619,,is the leftmost pedal on a grand piano called the una corda,yes,easy,easy,S10_set2_a1,Piano
2620,penguin,do penguins have a better than average sense of hearing for birds,no,easy,easy,S08_set1_a3,
2621,Theodore_Roosevelt,where was theodore roosevelt from,gramercy section of new york city,medium,hard,S08_set3_a7,
