ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1787,Singapore,what is the primary domestic source of water supply,the primary domestic source of water supply in singapore is rainfall,easy,medium,S08_set2_a2,
1788,,how does the government of the peoples republic of china often refer to all divisions of the sinitic languages besides standard mandarin,the government of the peoples republic of china refers to all divisions of the sinitic languages besides standard mandarin as fangyan,medium,hard,S10_set5_a7,Chinese_language
1789,James_Monroe,what expired on march,monroes presidency,,medium,S08_set3_a2,
1790,Theodore_Roosevelt,why did roosevelt start boxing lessons,to deal with bullies,medium,medium,S08_set3_a7,
1791,Gray_Wolf,where do wolves have scent glands,helping the woldf to effectively navigate over large expanses while concurrently keeping others informed of its whereabouts,medium,medium,S08_set1_a6,
1792,elephant,is an asian elephant smaller than an african elephant,yes,hard,hard,S08_set1_a5,
1793,,how large is the population of san francisco,the estimated population of san francisco in the year 2008 was 808976,medium,medium,S10_set3_a8,San_Francisco
1794,,what is a person who plays the cello called,cellist,medium,medium,S09_set2_a9,Cello
1795,,is the ant a marsupial,no,,medium,S10_set1_a1,Ant
1796,penguin,is the smallest penguin species the little blue penguin lrb also known as the fairy penguin rrb  which stands around 40 cm tall lrb 16 in rrb and weighs 1 kg lrb 22 lb rrb,yes,,easy,S08_set1_a3,
1797,,the trumpet can be confused with what close relative,the cornet,medium,medium,S10_set2_a3,Trumpet
1798,Singapore,is singapore located at the southern tip of the korean penisula,no,easy,easy,S08_set2_a2,
1799,,was michael faraday an english chemist,yes,easy,easy,S09_set4_a7,Michael_Faraday
1800,turtle,are the largest turtles aquatic,yes,,easy,S08_set1_a9,
1801,,what were strings first made out of,sheep gut,medium,medium,S10_set2_a2,Violin
1802,,the most active academies of arabic language are found where,damascus and cairo,hard,medium,S10_set5_a3,Arabic_language
1803,,are pocket trumpets compact b trumpets,yes,easy,easy,S10_set2_a3,Trumpet
1804,,where is the city of antwerp,antwerp is in belgium,medium,medium,S10_set3_a4,Antwerp
1805,kangaroo,different species of kangaroos eat what,different diets,,medium,S08_set1_a1,
1806,duck,what types of unrelated water birds with similar forms are ducks sometimes confused with,loons or divers grebes gallinules and coots,medium,medium,S08_set1_a10,
1807,,what is the boiling point of water dependent on,atmospheric pressure,medium,hard,S09_set4_a5,Anders_Celsius
1808,polar_bear,what insulate it against the cold,its think blubber and fur,,medium,S08_set1_a4,
1809,Ulysses_S._Grant,is the famous dragon gate at the entrance to the district at the corner of grant and bush street,yes,,easy,S08_set3_a5,
1810,,for how many years did charlesaugustin de coulomb live,70,,hard,S09_set4_a6,Charles-Augustin_de_Coulomb
1811,,does an ants head contain sensory organs,yes,easy,easy,S10_set1_a1,Ant
1812,,where was the oldest flute ever discovered found,germany,medium,too hard,S10_set2_a5,Flute
1813,,how many people did the 1970 bhola cyclone kill,500000,medium,medium,S09_set3_a3,Dhaka
1814,,would a tiger be likely to feedon smaller animals such as mice,yes,hard,hard,S09_set1_a3,Tiger
1815,Millard_Fillmore,where was millard fillmore born,in a log cabin in summerhill new york,medium,medium,S08_set3_a3,
1816,,where is the mouth of an octopus,the octopus mouth is at the center point of the arms,medium,easy,S10_set1_a10,Octopus
1817,,is melbourne home to australias busiest seaport,yes,easy,easy,S10_set3_a2,Melbourne
1818,,what is the earliest historical reference in europe,arnold schlicks spiegel der orgelmacher und organisten,medium,medium,S09_set2_a8,Xylophone
1819,,what is the basic word order in malay,subject object verb,medium,medium,S10_set5_a2,Malay_language
1820,,when was middle chinese used,middle chinese was the language used in the 6th through 1th centuries ce,medium,medium,S10_set5_a7,Chinese_language
1821,Uruguay,how much of the population is of white european descent,88,medium,easy,S08_set2_a9,
1822,,does vietnamese have a large number of vowels,yes vietnamese has a comparatively large number of vowels,easy,easy,S10_set5_a10,Vietnamese_language
1823,Amedeo_Avogadro,who graduated in ecclesiastical law at the early age of 20 and began to practice,blah,,easy,S08_set4_a8,
1824,,is swahili a bantu language,yes,easy,easy,S10_set5_a4,Swahili_language
1825,,where is the kven language spoken,norway,medium,medium,S10_set5_a5,Finnish_language
1826,,copenhagen is ranked number one worldwide for which things,most livable city location ranking survey,hard,too hard,S09_set3_a8,Copenhagen
1827,,who became adversaries with nikola tesla,edison,medium,medium,S10_set4_a3,Nikola_Tesla
1828,otter,why is the giant otter becoming increasingly rare,poaching habitat loss and toxins in gold mining,medium,hard,S08_set1_a7,
1829,,does the gendarmenmarkt border the french cathedral,yes the gendarmenmarkt borders the french cathedral,easy,medium,S10_set3_a1,Berlin
1830,,are violas and cellos in the same family of instruments as violins,yes,easy,easy,S09_set2_a2,Violin
1831,duck,is a drake a male,yes,easy,easy,S08_set1_a10,
1832,,wasnt blaise pascal a work of desargues on conic sections,yes it was,,easy,S10_set4_a4,Blaise_Pascal
1833,Grover_Cleveland,how many years after cleveland left office did the us win the spanishamerican war,one year,medium,medium,S08_set3_a6,
1834,Ulysses_S._Grant,where was grant born,point pleasant ohio,medium,medium,S08_set3_a5,
1835,,was the si unit of charge named after charlesaugustin de coulomb,yes,easy,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1836,,does san francisco have a high percentage of gay and lesbian individuals,yes according to the 2005 american community survey san francisco has the highest percentage of gay and lesbian individuals of any of the 50 largest us cities at 154,easy,easy,S10_set3_a8,San_Francisco
1837,,are upright pianos called vertical pianos,yes,easy,medium,S10_set2_a1,Piano
1838,,are there several types of trumpet,yes,,easy,S10_set2_a3,Trumpet
1839,,what is the name of the event that draws the worlds top riders to malaysia,kl grand prix csi 5,hard,hard,S10_set3_a3,Kuala_Lumpur
1840,,how long was alessandro volta a professor at the university of pavia,almost 25 years,hard,hard,S10_set4_a10,Alessandro_Volta
1841,,how do turtles chew food,turtles use their jaws to cut and chew food,medium,easy,S09_set1_a4,Turtle
1842,leopard,what resembles that of the similarlysized cougar in the americas,the leopards ecological role,,medium,S08_set1_a2,
1843,,does portuguese contain words from the arabic language,yes,easy,easy,S10_set5_a1,Portuguese_language
1844,James_Monroe,what is monroe doctrine,in it monroe proclaimed the americas should be free from future european colonization and free from european interference in sovereign countries affairs it further stated the united states intention to stay neutral in european wars and wars between european powers and their colonies but to consider any new colonies or interference with independent countries in the americas as hostile acts toward the united states,hard,hard,S08_set3_a2,
1845,,did vietnamese come to predominate politically in 2nd century bc,no chinese came to predominate politically in the 2nd century bc,hard,easy,S10_set5_a10,Vietnamese_language
1846,,is the xylophone a precursor to the vibraphone,yes,easy,easy,S09_set2_a8,Xylophone
1847,,how are westernstyle xylophones characterised,by a bright sharp tone and high register,medium,medium,S09_set2_a8,Xylophone
1848,,are upright pianos called vertical pianos,yes,easy,easy,S10_set2_a1,Piano
1849,,in what country did fox hunting originate,in the united kingdom,medium,medium,S09_set1_a6,Fox
1850,,if henri becquerel was alive today how old would he have been,157,,hard,S09_set4_a9,Henri_Becquerel
1851,,is it true that onefifth of world population speak some form of chinese,yes,,easy,S09_set5_a7,Chinese_language
1852,Calvin_Coolidge,what caused calvin jrs death,heart attack,hard,hard,S08_set3_a9,
1853,,where is there a newton statue on display,oxford university museum of natural history,medium,medium,S10_set4_a1,Isaac_Newton
1854,Woodrow_Wilson,did the us join the league of nations,no,easy,medium,S08_set3_a8,
1855,,how many noun classes does swahili have,swahili has sixteen noun classes,hard,hard,S10_set5_a4,Swahili_language
1856,otter,how much do sea otters weigh,30 kg about 65 pounds,medium,easy,S08_set1_a7,
1857,penguin,how many species of penguins are there,penguin biodiversity varies between 17 and 20 living species all in the subfamily spheniscinae,hard,hard,S08_set1_a3,
1858,Theodore_Roosevelt,did roosevelt support racial integration in schools,he supported a bill allowing school desegregation in new york state,hard,hard,S08_set3_a7,
1859,,did james watt improve an engine,yes,easy,easy,S10_set4_a2,James_Watt
1860,,was nikola teslas mother illiterate,nikola teslas mother never learned to read,hard,hard,S10_set4_a3,Nikola_Tesla
1861,,the number of elementary entities in 1 mole of a substance is known as what,avogadro constant,medium,medium,S10_set4_a8,Amedeo_Avogadro
1862,,was isaac newton educated at the kings schol grantham,yes,easy,easy,S10_set4_a1,Isaac_Newton
1863,,could malay have originated from sumatra island,yes,easy,hard,S10_set5_a2,Malay_language
1864,,why are otters vulnerable to prey depletion,preydependence,medium,medium,S09_set1_a7,Otter
1865,,what was the faraday effect first called,diamagnetism,hard,medium,S09_set4_a7,Michael_Faraday
1866,,what is the second main orchestral use of cymbals,the suspended cymbal,medium,easy,S09_set2_a6,Cymbal
1867,,is the standard of living in san franciscio high,yes,easy,easy,S10_set3_a8,San_Francisco
1868,Millard_Fillmore,did millard fillmore die on march 8 1974,no,easy,easy,S08_set3_a3,
1869,Millard_Fillmore,was millard fillmore the thirteenth president of the united states,yes,easy,easy,S08_set3_a3,
1870,Henri_Becquerel,did he not die at the age of 55 in le croisic,yes he died at the age of 55,,easy,S08_set4_a9,
1871,,where do giant pandas live,a few mountain ranges in central china,medium,medium,S10_set1_a4,Giant_Panda
1872,Gray_Wolf,what is surplus killing,surplus killing is defined as the killing of several prey animals too numerous to eat at one sitting,hard,medium,S08_set1_a6,
1873,,what are young swans known as,cygnets,medium,easy,S09_set1_a10,Swan
1874,,are there two common  word  orders,yes,,easy,S09_set5_a2,German_language
1875,Amedeo_Avogadro,was lorenzo romano amedeo carlo avogadro an italian savant,yes,,easy,S08_set4_a8,
1876,,where is jakarta located,on the northwest coast of java,medium,medium,S10_set3_a5,Jakarta
1877,leopard,is the leopard solitary,yes,,easy,S08_set1_a2,
1878,,what is the bridge used for,transfer the vibration from the strings to the soundboard,hard,hard,S10_set2_a7,Guitar
1879,Abraham_Lincoln,when did lincoln first serve as president,march 4 1861,medium,hard,S08_set3_a4,
1880,Abraham_Lincoln,when was the first photgraph of lincoln taken,1846,medium,medium,S08_set3_a4,
1881,,arent drums usually played by the hands,yes,,easy,S10_set2_a4,Drum
1882,otter,what do river otters eat,a variety of fish and shellfish as well as small land mammals and birds,medium,medium,S08_set1_a7,
1883,kangaroo,are kangaroos farmed to any extent,no,,easy,S08_set1_a1,
1884,,what shape is a trumpet bent into,an oblong shape,medium,medium,S10_set2_a3,Trumpet
1885,,does the name nairobi come from the maasai phrase enkare nyirobi which translates to the place of cool waters,yes,,easy,S10_set3_a9,Nairobi
1886,Ulysses_S._Grant,what was from pennsylvania,his father,,medium,S08_set3_a5,
1887,,in ant colonies what are the fertile female ants called,queens,medium,medium,S10_set1_a1,Ant
1888,,are swans and ducks birds of the same family,yes,hard,easy,S09_set1_a10,Swan
1889,,give an example of the most comprehensive records extant of any major artists beginnings,museu picasso,,medium,S10_set6_a1,Pablo_Picasso
1890,,what are some annual festivals in taipei,the lantern festival tombsweeping day dragon boat festival and the midautumn festival,medium,medium,S10_set3_a6,Taipei
1891,,was paul jackson pollock an influential american painter as well as a major figure in the abstract expressionist movement,yes pollock was an influential american painter and a major figure in the abstract expressionist movement,,easy,S10_set6_a9,Jackson_Pollock
1892,Liechtenstein,is it a winter sports resort  although it is perhaps best known as a tax haven,yes,,easy,S08_set2_a1,
1893,,must â one conclude from these experiments that the phosphorescent substance in question emits rays which pass through the opaque paper and reduces silver salts,yes,,easy,S09_set4_a9,Henri_Becquerel
1894,,what is the center of a cymbal called,bell,medium,medium,S09_set2_a6,Cymbal
1895,,what is temperature would water have to be to be halfway between its standard boiling and freezing point,50,hard,hard,S09_set4_a5,Anders_Celsius
1896,,what did anders celsius determine about the boiling of water,he determined the dependence of the boiling of water with atmospheric pressure,easy,medium,S09_set4_a5,Anders_Celsius
1897,elephant,do they prefer forested areas,yes,easy,easy,S08_set1_a5,
1898,,before 1796 was lombardy ruled by austria,yes,,medium,S09_set4_a10,Alessandro_Volta
